   X,    Y,    Latitude,   Longitude, UGRD_201906170000
  16,   11,   49.912233,  -99.388282,       -2.397
  17,   11,   49.915368,  -99.235257,       -2.397
  18,   11,   49.918391,  -99.082222,       -2.460
  19,   11,   49.921304,  -98.929176,       -2.585
  20,   11,   49.924105,  -98.776120,       -2.460
  21,   11,   49.926794,  -98.623054,       -2.335
  22,   11,   49.929373,  -98.469979,       -2.147
  23,   11,   49.931840,  -98.316896,       -2.147
  24,   11,   49.934196,  -98.163803,       -2.210
  25,   11,   49.936440,  -98.010703,       -2.397
  26,   11,   49.938573,  -97.857595,       -2.710
  27,   11,   49.940595,  -97.704480,       -3.085
  28,   11,   49.942505,  -97.551358,       -3.272
  29,   11,   49.944304,  -97.398229,       -3.460
  30,   11,   49.945992,  -97.245095,       -3.585
  31,   11,   49.947568,  -97.091954,       -3.772
  32,   11,   49.949033,  -96.938808,       -4.210
  33,   11,   49.950387,  -96.785657,       -4.522
  34,   11,   49.951630,  -96.632502,       -4.647
  35,   11,   49.952761,  -96.479343,       -4.460
  36,   11,   49.953780,  -96.326179,       -3.772
  37,   11,   49.954689,  -96.173013,       -3.335
  38,   11,   49.955486,  -96.019843,       -3.085
  39,   11,   49.956171,  -95.866671,       -3.085
  40,   11,   49.956746,  -95.713496,       -3.085
  41,   11,   49.957209,  -95.560320,       -3.022
  42,   11,   49.957560,  -95.407142,       -2.960
  43,   11,   49.957800,  -95.253964,       -2.960
  44,   11,   49.957929,  -95.100784,       -3.085
   1,   12,   49.950332, -101.689641,       -2.460
   2,   12,   49.955138, -101.536652,       -1.960
   3,   12,   49.959832, -101.383647,       -1.585
   4,   12,   49.964415, -101.230626,       -1.335
   5,   12,   49.968886, -101.077589,       -1.210
   6,   12,   49.973246, -100.924536,       -1.147
   7,   12,   49.977495, -100.771468,       -1.085
   8,   12,   49.981633, -100.618386,       -1.210
   9,   12,   49.985659, -100.465289,       -1.460
  10,   12,   49.989574, -100.312178,       -1.772
  11,   12,   49.993378, -100.159054,       -2.085
  12,   12,   49.997070, -100.005916,       -2.272
  13,   12,   50.000651,  -99.852766,       -2.210
  14,   12,   50.004121,  -99.699603,       -2.210
  15,   12,   50.007479,  -99.546429,       -2.085
  16,   12,   50.010726,  -99.393242,       -1.960
  17,   12,   50.013861,  -99.240045,       -1.772
  18,   12,   50.016886,  -99.086837,       -1.835
  19,   12,   50.019799,  -98.933618,       -1.835
  20,   12,   50.022600,  -98.780389,       -2.085
  21,   12,   50.025291,  -98.627150,       -2.460
  22,   12,   50.027870,  -98.473903,       -2.397
  23,   12,   50.030337,  -98.320646,       -2.210
  24,   12,   50.032693,  -98.167381,       -2.272
  25,   12,   50.034938,  -98.014108,       -2.460
  26,   12,   50.037072,  -97.860827,       -2.460
  27,   12,   50.039094,  -97.707538,       -2.522
  28,   12,   50.041005,  -97.554243,       -2.585
  29,   12,   50.042804,  -97.400941,       -2.585
  30,   12,   50.044492,  -97.247634,       -2.647
  31,   12,   50.046069,  -97.094320,       -2.710
  32,   12,   50.047534,  -96.941001,       -2.897
  33,   12,   50.048888,  -96.787677,       -3.272
  34,   12,   50.050131,  -96.634349,       -3.647
  35,   12,   50.051262,  -96.481016,       -3.710
  36,   12,   50.052282,  -96.327679,       -3.085
