   X,    Y,    Latitude,   Longitude, HGT_201906170000
  13,   11,   49.902160,  -99.847288,      247.772
  14,   11,   49.905629,  -99.694298,      240.272
  15,   11,   49.908986,  -99.541296,      233.522
  16,   11,   49.912233,  -99.388282,      229.022
  17,   11,   49.915368,  -99.235257,      223.522
  18,   11,   49.918391,  -99.082222,      230.522
  19,   11,   49.921304,  -98.929176,      237.772
  20,   11,   49.924105,  -98.776120,      230.522
  21,   11,   49.926794,  -98.623054,      218.397
  22,   11,   49.929373,  -98.469979,      194.647
  23,   11,   49.931840,  -98.316896,      185.522
  24,   11,   49.934196,  -98.163803,      175.897
  25,   11,   49.936440,  -98.010703,      166.397
  26,   11,   49.938573,  -97.857595,      176.147
  27,   11,   49.940595,  -97.704480,      311.647
  28,   11,   49.942505,  -97.551358,      347.772
  29,   11,   49.944304,  -97.398229,      386.772
  30,   11,   49.945992,  -97.245095,      421.522
  31,   11,   49.947568,  -97.091954,      410.272
  32,   11,   49.949033,  -96.938808,      669.772
  33,   11,   49.950387,  -96.785657,      482.522
  34,   11,   49.951630,  -96.632502,      400.647
  35,   11,   49.952761,  -96.479343,      549.647
  36,   11,   49.953780,  -96.326179,      455.397
  37,   11,   49.954689,  -96.173013,      382.397
  38,   11,   49.955486,  -96.019843,      357.772
  39,   11,   49.956171,  -95.866671,      385.522
  40,   11,   49.956746,  -95.713496,      486.397
  41,   11,   49.957209,  -95.560320,      559.272
  42,   11,   49.957560,  -95.407142,      570.147
  43,   11,   49.957800,  -95.253964,      574.147
  44,   11,   49.957929,  -95.100784,      619.022
   1,   12,   49.950332, -101.689641,      680.272
   2,   12,   49.955138, -101.536652,      618.522
   3,   12,   49.959832, -101.383647,      525.522
   4,   12,   49.964415, -101.230626,      403.272
   5,   12,   49.968886, -101.077589,      322.147
   6,   12,   49.973246, -100.924536,      270.522
   7,   12,   49.977495, -100.771468,      238.397
   8,   12,   49.981633, -100.618386,      220.022
   9,   12,   49.985659, -100.465289,      229.647
  10,   12,   49.989574, -100.312178,      243.647
  11,   12,   49.993378, -100.159054,      252.647
  12,   12,   49.997070, -100.005916,      251.647
  13,   12,   50.000651,  -99.852766,      239.897
  14,   12,   50.004121,  -99.699603,      225.397
  15,   12,   50.007479,  -99.546429,      212.147
  16,   12,   50.010726,  -99.393242,      200.397
  17,   12,   50.013861,  -99.240045,      186.772
  18,   12,   50.016886,  -99.086837,      176.647
  19,   12,   50.019799,  -98.933618,      156.147
  20,   12,   50.022600,  -98.780389,      146.022
  21,   12,   50.025291,  -98.627150,      145.647
  22,   12,   50.027870,  -98.473903,      129.397
  23,   12,   50.030337,  -98.320646,      147.272
  24,   12,   50.032693,  -98.167381,      170.772
  25,   12,   50.034938,  -98.014108,      180.272
  26,   12,   50.037072,  -97.860827,      166.897
  27,   12,   50.039094,  -97.707538,      266.772
  28,   12,   50.041005,  -97.554243,      328.022
  29,   12,   50.042804,  -97.400941,      335.647
  30,   12,   50.044492,  -97.247634,      297.272
  31,   12,   50.046069,  -97.094320,      200.022
  32,   12,   50.047534,  -96.941001,      181.897
  33,   12,   50.048888,  -96.787677,      399.897
  34,   12,   50.050131,  -96.634349,      723.272
  35,   12,   50.051262,  -96.481016,      633.647
  36,   12,   50.052282,  -96.327679,      485.022
  37,   12,   50.053191,  -96.174340,      388.522
  38,   12,   50.053988,  -96.020997,      350.522
  39,   12,   50.054674,  -95.867651,      359.022
  40,   12,   50.055248,  -95.714303,      443.522
  41,   12,   50.055711,  -95.560954,      532.522
  42,   12,   50.056063,  -95.407603,      603.522
  43,   12,   50.056303,  -95.254251,      663.022
  44,   12,   50.056432,  -95.100898,      745.772
   1,   13,   50.048722, -101.697204,      608.022
   2,   13,   50.053529, -101.544043,      530.522
   3,   13,   50.058224, -101.390865,      433.897
   4,   13,   50.062807, -101.237672,      354.897
   5,   13,   50.067280, -101.084462,      300.647
   6,   13,   50.071641, -100.931237,      264.647
   7,   13,   50.075891, -100.777996,      242.272
   8,   13,   50.080029, -100.624741,      233.772
   9,   13,   50.084056, -100.471471,      236.522
  10,   13,   50.087972, -100.318188,      242.772
  11,   13,   50.091777, -100.164890,      247.647
  12,   13,   50.095470, -100.011580,      246.147
  13,   13,   50.099051,  -99.858257,      229.897
  14,   13,   50.102522,  -99.704921,      209.272
  15,   13,   50.105881,  -99.551573,      192.272
  16,   13,   50.109128,  -99.398214,      180.772
  17,   13,   50.112265,  -99.244843,      159.272
  18,   13,   50.115290,  -99.091462,      135.647
  19,   13,   50.118203,  -98.938070,      125.522
  20,   13,   50.121005,  -98.784668,      117.522
  21,   13,   50.123696,  -98.631256,       89.022
  22,   13,   50.126276,  -98.477835,      280.772
  23,   13,   50.128744,  -98.324405,      226.522
  24,   13,   50.131101,  -98.170966,      136.647
  25,   13,   50.133346,  -98.017520,      247.522
  26,   13,   50.135480,  -97.864065,      344.897
  27,   13,   50.137502,  -97.710604,      382.647
  28,   13,   50.139414,  -97.557135,      366.147
  29,   13,   50.141214,  -97.403660,      325.272
  30,   13,   50.142902,  -97.250178,      293.522
  31,   13,   50.144479,  -97.096691,      236.022
  32,   13,   50.145945,  -96.943199,      151.272
  33,   13,   50.147299,  -96.789701,      114.522
  34,   13,   50.148542,  -96.636199,      151.147
  35,   13,   50.149673,  -96.482693,      709.397
  36,   13,   50.150694,  -96.329183,      638.772
  37,   13,   50.151602,  -96.175669,      505.397
  38,   13,   50.152400,  -96.022153,      433.897
  39,   13,   50.153086,  -95.868634,      429.022
  40,   13,   50.153660,  -95.715112,      523.022
  41,   13,   50.154123,  -95.561589,      613.897
  42,   13,   50.154475,  -95.408065,      684.647
  43,   13,   50.154715,  -95.254539,      825.897
  44,   13,   50.154844,  -95.101013,      910.897
   1,   14,   50.147021, -101.704784,      605.647
   2,   14,   50.151829, -101.551450,      511.022
   3,   14,   50.156525, -101.398100,      397.397
   4,   14,   50.161110, -101.244733,      321.272
   5,   14,   50.165583, -101.091351,      281.147
   6,   14,   50.169945, -100.937952,      268.022
   7,   14,   50.174196, -100.784539,      263.772
   8,   14,   50.178335, -100.631110,      259.397
   9,   14,   50.182363, -100.477668,      248.897
